Spec_ID,Car_ID,Engine,Max Power,Max Torque,Drivetrain
1312,1312,1999 cc,177 bhp @ 4000 rpm,430 Nm @ 1750 rpm,RWD
1313,1313,999 cc,124 bhp @ 6000 rpm,,FWD
1314,1314,2993 cc,244 bhp @ 4000 rpm,600 Nm @ 2000 rpm,AWD
1315,1315,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD
1316,1316,1451 cc,141 bhp @ 5000 rpm,250 Nm @ 1600 rpm,FWD
1317,1317,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD
1318,1318,1086 cc,58 bhp @ 5500 rpm,84 Nm @ 4500 rpm,FWD
1319,1319,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD
1320,1320,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1900 rpm,FWD
1321,1321,1198 cc,74 bhp @ 5400 rpm,110 Nm @ 3750 rpm,FWD
1322,1322,2179 cc,120 bhp @ 4000 rpm,280 Nm @ 1800 rpm,RWD
1323,1323,2993 cc,225 bhp @ 4000 rpm,689 Nm @ 1800 rpm,RWD
1324,1324,796 cc,47@6200,62@3000,FWD
1325,1325,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD
1326,1326,2997 cc,254 bhp @ 3600 rpm,619 Nm @ 1600 rpm,AWD
1327,1327,796 cc,48 bhp @ 6000 rpm,69 Nm @ 3500 rpm,FWD
1328,1328,2755 cc,174 bhp @ 3400 rpm,450 Nm @ 1600 rpm,AWD
1329,1329,998 cc,118 bhp @ 6000 rpm,172 Nm @ 1500 rpm,FWD
1330,1330,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD
1331,1331,1198 cc,87 bhp @ 6000 rpm,109 Nm @ 4500 rpm,FWD
1332,1332,1461 cc,84 bhp @ 3750 rpm,200 Nm @ 1900 rpm,FWD
1333,1333,1462 cc,103 bhp @ 6000 rpm,138 Nm @ 4400 rpm,FWD
1334,1334,1968 cc,141 bhp @ 3500 rpm,320 Nm @ 1750 rpm,FWD
1335,1335,999 cc,124 bhp @ 6000 rpm,,FWD
1336,1336,2143 cc,170 bhp @ 4200 rpm,400 Nm @ 2800 rpm,RWD
1337,1337,2755 cc,174 bhp @ 3400 rpm,450 Nm @ 1600 rpm,AWD
1338,1338,1086 cc,62 bhp @ 5500 rpm,96 Nm @ 3000 rpm,FWD
1339,1339,1582 cc,126 bhp @ 4000 rpm,265 Nm @ 1900 rpm,FWD
1340,1340,2393 cc,148 bhp @ 3400 rpm,343 Nm @ 1400 rpm,RWD
1341,1341,2967 cc,247 bhp @ 4000 rpm,580 Nm @ 1750 rpm,AWD
1342,1342,1498 cc,98 bhp @ 3600 rpm,200 Nm @ 1750 rpm,FWD
1343,1343,2967 cc,241 bhp @ 3800 rpm,550 Nm @ 1750 rpm,AWD
1344,1344,814 cc,55 bhp @ 5500 rpm,75 Nm @ 4000 rpm,FWD
1345,1345,1968 cc,184 bhp @ 3500 rpm,380 Nm @ 1750 rpm,AWD
1346,1346,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD
1347,1347,1197 cc,85 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD
1348,1348,1498 cc,99 bhp @ 3750 rpm,205 Nm @ 1750 rpm,FWD
1349,1349,1999 cc,177 bhp @ 4000 rpm,430 Nm @ 1750 rpm,AWD
1350,1350,1197 cc,82 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD
1351,1351,999 cc,67 bhp @ 5500 rpm,91 Nm @ 4250 rpm,FWD
1352,1352,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD
1353,1353,1598 cc,103 bhp @ 4400 rpm,250 Nm @ 1500 rpm,FWD
1354,1354,2987 cc,255 bhp @ 3400 rpm,620 Nm @ 1600 rpm,AWD
1355,1355,2143 cc,168 bhp @ 3000 rpm,400 Nm @ 1400 rpm,AWD
1356,1356,1353 cc,138 bhp @ 6000 rpm,242 Nm @ 1500 rpm,FWD
1357,1357,1991 cc,150@4000,320@2000,FWD
1358,1358,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD
1359,1359,1498 cc,99 bhp @ 3750 rpm,205 Nm @ 1750 rpm,FWD
1360,1360,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD
1361,1361,2393 cc,148 bhp @ 3400 rpm,343 Nm @ 1400 rpm,RWD
1362,1362,1798 cc,178 bhp @ 5100 rpm,250 Nm @ 1250 rpm,FWD
1363,1363,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD
1364,1364,1197 cc,85 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD
1365,1365,998 cc,46 bhp @ 6200 rpm,85 Nm @ 3500 rpm,FWD
1366,1366,1399 cc,68 bhp @ 4000 rpm,160 Nm @ 2000 rpm,FWD
1367,1367,814 cc,56@5500,75@4000,FWD
1368,1368,796 cc,47 bhp @ 6000 rpm,69 Nm @ 3500 rpm,FWD
1369,1369,1598 cc,103 bhp @ 4400 rpm,250 Nm @ 1500 rpm,FWD
1370,1370,6592 cc,570 bhp @ 5250 rpm,780 Nm @ 1500 rpm,RWD
1371,1371,2925 cc,326 bhp @ 3600 rpm,700 Nm @ 1200 rpm,AWD
1372,1372,1798 cc,177 bhp @ 5100 rpm,250 Nm @ 1250 rpm,FWD
1373,1373,796 cc,47 bhp @ 6000 rpm,69 Nm @ 3500 rpm,FWD
1374,1374,1199 cc,84 bhp @ 6000 rpm,114 Nm @ 3500 rpm,FWD
1375,1375,1199 cc,89 bhp @ 6000 rpm,110 Nm @ 4800 rpm,FWD
1376,1376,2157 cc,178 bhp @ 4000 rpm,420 Nm @ 1600 rpm,AWD
1377,1377,2143 cc,203 bhp @ 4200 rpm,500 Nm @ 1600 rpm,AWD
1378,1378,1798 cc,170 bhp @ 3800 rpm,320 Nm @ 1400 rpm,FWD
1379,1379,2199 cc,197 bhp @ 3800 rpm,440 Nm @ 1750 rpm,FWD
1380,1380,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD
1381,1381,2143 cc,168 bhp @ 3400 rpm,350 Nm @ 1400 rpm,AWD
1382,1382,1373 cc,91 bhp @ 6000 rpm,130 Nm @ 4000 rpm,FWD
1383,1383,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD
1384,1384,1086 cc,63@5500,89@3000,FWD
1385,1385,2179 cc,137 bhp @ 3750 rpm,319 Nm @ 1500 rpm,RWD
1386,1386,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD
1387,1387,1199 cc,84 bhp @ 6000 rpm,114 Nm @ 3500 rpm,FWD
1388,1388,1995 cc,184 bhp @ 4000 rpm,350 Nm @ 1750 rpm,RWD
1389,1389,1984 cc,248 bhp @ 5000 rpm,370 Nm @ 1600 rpm,AWD
1390,1390,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD
1391,1391,1498 cc,99 bhp @ 3600 rpm,200 Nm @ 1750 rpm,FWD
1392,1392,2494 cc,101 bhp @ 3600 rpm,200 Nm @ 1200 rpm,RWD
1393,1393,1595 cc,121 bhp @ 5000 rpm,200 Nm @ 1250 rpm,FWD
1394,1394,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD
1395,1395,999 cc,109 bhp @ 5000 rpm,175 Nm @ 1750 rpm,FWD
1396,1396,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD
1397,1397,1799 cc,130 bhp @ 6300 rpm,171.62 Nm @ 4300 rpm,FWD
1398,1398,999 cc,124 bhp @ 6000 rpm,,FWD
1399,1399,2993 cc,258 bhp @ 4000 rpm,560 Nm @ 1500 rpm,RWD
1400,1400,1086 cc,58 bhp @ 5500 rpm,84 Nm @ 4500 rpm,FWD
1401,1401,1798 cc,177 bhp @ 5100 rpm,250 Nm @ 1250 rpm,FWD
1402,1402,814 cc,55 bhp @ 5500 rpm,75 Nm @ 4000 rpm,FWD
1403,1403,1451 cc,141 bhp @ 5000 rpm,250 Nm @ 1600 rpm,FWD
1404,1404,2993 cc,258 bhp @ 4000 rpm,560 Nm @ 1500 rpm,AWD
1405,1405,1999 cc,177 bhp @ 4000 rpm,430 Nm @ 1750 rpm,AWD
1406,1406,998 cc,58 bhp @ 6000 rpm,78 Nm @ 3500 rpm,FWD
1407,1407,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD
1408,1408,1498 cc,99 bhp @ 3750 rpm,215 Nm @ 1750 rpm,FWD
1409,1409,1197 cc,79 bhp @ 6000 rpm,112.7619 Nm @ 4000 rpm,FWD
1410,1410,2179 cc,120 bhp @ 4000 rpm,290 Nm @ 1800 rpm,RWD
1411,1411,1197 cc,85 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD
1412,1412,1995 cc,190 bhp @ 4000 rpm,400 Nm @ 1750 rpm,AWD
1413,1413,1197 cc,79 bhp @ 6000 rpm,112.7619 Nm @ 4000 rpm,FWD
1414,1414,998 cc,118 bhp @ 6000 rpm,172 Nm @ 1500 rpm,FWD
1415,1415,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD
1416,1416,1591 cc,122 bhp @ 6400 rpm,154 Nm @ 4850 rpm,FWD
1417,1417,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 1750 rpm,FWD
1418,1418,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD
1419,1419,2179 cc,153 bhp @ 3750 rpm,360 Nm @ 1750 rpm,FWD
1420,1420,1984 cc,150 bhp @ 3500 rpm,350 Nm @ 1500 rpm,FWD
1421,1421,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD
1422,1422,1396 cc,89 bhp @ 4000 rpm,224 Nm @ 1500 rpm,FWD
1423,1423,1598 cc,118 bhp @ 3750 rpm,320 Nm @ 1750 rpm,FWD
1424,1424,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD
1425,1425,1396 cc,89 bhp @ 4000 rpm,220 Nm @ 1500 rpm,FWD
1426,1426,796 cc,47 bhp @ 6000 rpm,69 Nm @ 3500 rpm,FWD
1427,1427,1991 cc,181 bhp @ 5500 rpm,300 Nm @ 1200 rpm,FWD
1428,1428,1968 cc,177 bhp @ 3750 rpm,380 Nm @ 1750 rpm,FWD
1429,1429,2993 cc,258 bhp @ 4000 rpm,560 Nm @ 1500 rpm,RWD
1430,1430,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD
1431,1431,1196 cc,73 bhp @ 6000 rpm,101 Nm @ 3000 rpm,RWD
1432,1432,2393 cc,148 bhp @ 3400 rpm,343 Nm @ 1400 rpm,RWD
1433,1433,2494 cc,202 bhp @ 5700 rpm,213 Nm @ 4500 rpm,RWD
1434,1434,1498 cc,99 bhp @ 3600 rpm,200 Nm @ 1750 rpm,FWD
1435,1435,2179 cc,138 bhp @ 4000 rpm,320 Nm @ 1700 rpm,RWD
1436,1436,1598 cc,118 bhp @ 3750 rpm,320 Nm @ 1750 rpm,FWD
1437,1437,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD
1438,1438,1197 cc,79 bhp @ 6000 rpm,112.7619 Nm @ 4000 rpm,FWD
1439,1439,999 cc,124 bhp @ 6000 rpm,,FWD
1440,1440,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD
1441,1441,1798 cc,170 bhp @ 3800 rpm,320 Nm @ 1400 rpm,FWD
1442,1442,2184 cc,130 bhp @ 3750 rpm,300 Nm @ 1600 rpm,AWD
1443,1443,999 cc,124 bhp @ 6000 rpm,,FWD
1444,1444,1493 cc,113 bhp @ 4000 rpm,250 Nm @ 1500 rpm,FWD
1445,1445,2996 cc,385 bhp @ 5500 rpm,520 Nm @ 2500 rpm,AWD
1446,1446,1997 cc,138 bhp @ 3750 rpm,320 Nm @ 1600 rpm,FWD
1447,1447,1493 cc,100 bhp @ 3750 rpm,240 Nm @ 1600 rpm,RWD
1448,1448,1968 cc,188 bhp @ 3800 rpm,400 Nm @ 1750 rpm,AWD
1449,1449,2184 cc,130 bhp @ 3750 rpm,300 Nm @ 1600 rpm,AWD
1450,1450,1995 cc,217 bhp @ 4400 rpm,450 Nm @ 1500 rpm,RWD
1451,1451,1591 cc,122 bhp @ 6400 rpm,154 Nm @ 4850 rpm,FWD
1452,1452,1950 cc,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,AWD
1453,1453,1995 cc,184 bhp @ 4000 rpm,380 Nm @ 1750 rpm,RWD
1454,1454,2184 cc,130 bhp @ 3750 rpm,300 Nm @ 1600 rpm,AWD
1455,1455,1396 cc,89 bhp @ 4000 rpm,220 Nm @ 1500 rpm,FWD
1456,1456,1995 cc,184 bhp @ 4000 rpm,350 Nm @ 1750 rpm,RWD
1457,1457,2997 cc,254 bhp @ 3600 rpm,619 Nm @ 1600 rpm,AWD
1458,1458,2143 cc,134 bhp @ 3600 rpm,300 Nm @ 1600 rpm,FWD
1459,1459,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1900 rpm,FWD
1460,1460,2967 cc,245 bhp @ 2910 rpm,600 Nm @ 1500 rpm,AWD
1461,1461,1396 cc,89 bhp @ 4000 rpm,224 Nm @ 1500 rpm,FWD
1462,1462,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD
1463,1463,998 cc,67 bhp @ 6200 rpm,90 Nm @ 3500 rpm,FWD
1464,1464,998 cc,59@6200,77@3500,FWD
1465,1465,1995 cc,188 bhp @ 4000 rpm,400 Nm @ 1750 rpm,FWD
1466,1466,1995 cc,184 bhp @ 4000 rpm,350 Nm @ 1750 rpm,RWD
1467,1467,1798 cc,190 bhp @ 4200 rpm,320 Nm @ 1400 rpm,FWD
1468,1468,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD
1469,1469,1497 cc,118@6600,146@4600,FWD
1470,1470,1497 cc,118@6600,146@4600,FWD
1471,1471,1498 cc,103 bhp @ 4400 rpm,250 Nm @ 1500 rpm,FWD
1472,1472,1461 cc,63 bhp @ 4000 rpm,160 Nm @ 2000 rpm,FWD
1473,1473,1498 cc,99 bhp @ 3600 rpm,200 Nm @ 1750 rpm,FWD
1474,1474,1995 cc,188 bhp @ 4000 rpm,400 Nm @ 1750 rpm,RWD
1475,1475,2393 cc,148 bhp @ 3400 rpm,343 Nm @ 1400 rpm,RWD
1476,1476,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD
1477,1477,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD
1478,1478,1461 cc,108 bhp @ 3900 rpm,248 Nm @ 2250 rpm,FWD
1479,1479,1199 cc,84 bhp @ 6000 rpm,114 Nm @ 3500 rpm,FWD
1480,1480,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD
1481,1481,1197 cc,82 bhp @ 6000 rpm,113 Nm @ 4200 rpm,FWD
1482,1482,1968 cc,174 bhp @ 4200 rpm,380 Nm @ 1750 rpm,AWD
1483,1483,999 cc,109 bhp @ 5000 rpm,175 Nm @ 1750 rpm,FWD
1484,1484,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD
1485,1485,1582 cc,126 bhp @ 4000 rpm,265 Nm @ 1900 rpm,FWD
1486,1486,2967 cc,245 bhp @ 2910 rpm,600 Nm @ 1500 rpm,AWD
1487,1487,1591 cc,121 bhp @ 6300 rpm,158 Nm @ 4200 rpm,FWD
1488,1488,1496 cc,114 bhp @ 4000 rpm,270 Nm @ 1750 rpm,FWD
1489,1489,1298 cc,87@6000,113@4500,FWD
1490,1490,1197 cc,80@5200,111@4000,FWD
1491,1491,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD
1492,1492,998 cc,67 bhp @ 6200 rpm,90 Nm @ 3500 rpm,FWD
1493,1493,1497 cc,116 bhp @ 6600 rpm,146 Nm @ 4800 rpm,FWD
1494,1494,2143 cc,170 bhp @ 4200 rpm,400 Nm @ 2800 rpm,RWD
1495,1495,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD
1496,1496,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD
1497,1497,2487 cc,176 bhp @ 5700 rpm,221 Nm @ 3600 rpm,FWD
1498,1498,1197 cc,82 bhp @ 6000 rpm,115 Nm @ 4200 rpm,FWD
1499,1499,999 cc,109 bhp @ 5000 rpm,175 Nm @ 1750 rpm,FWD
1500,1500,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD
1501,1501,1798 cc,177 bhp @ 4500 rpm,250 Nm @ 1250 rpm,FWD
1502,1502,1991 cc,181 bhp @ 5500 rpm,300 Nm @ 1200 rpm,FWD
1503,1503,1950 cc,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,AWD
1504,1504,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD
1505,1505,1197 cc,68 bhp @ 6000 rpm,95 Nm @ 4000 rpm,FWD
1506,1506,796 cc,39 bhp @ 6200 rpm,54 Nm @ 3000 rpm,FWD
1507,1507,1199 cc,89 bhp @ 6000 rpm,110 Nm @ 4800 rpm,FWD
1508,1508,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1900 rpm,FWD
1509,1509,2982 cc,169 bhp @ 3600 rpm,343 Nm @ 1400 rpm,AWD
1510,1510,2179 cc,140 bhp @ 3750 rpm,330 Nm @ 2800 rpm,AWD
1511,1511,1493 cc,113 bhp @ 4000 rpm,250 Nm @ 1500 rpm,FWD
1512,1512,2179 cc,120 bhp @ 4000 rpm,290 Nm @ 1800 rpm,RWD
1513,1513,1197 cc,79 bhp @ 6000 rpm,112.7619 Nm @ 4000 rpm,FWD
1514,1514,1396 cc,89 bhp @ 4000 rpm,220 Nm @ 1500 rpm,FWD
1515,1515,2755 cc,174 bhp @ 3400 rpm,450 Nm @ 1600 rpm,AWD
1516,1516,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1500 rpm,FWD
1517,1517,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD
1518,1518,1086 cc,67@5500,99@2800,FWD
1519,1519,1991 cc,150@4000,327@2600,FWD
1520,1520,2993 cc,262 bhp @ 4000 rpm,620 Nm @ 1500 rpm,AWD
1521,1521,1969 cc,187 bhp @ 4250 rpm,400 Nm @ 1750 rpm,FWD
1522,1522,1120 cc,71 bhp @ 4000 rpm,180 Nm @ 1750 rpm,FWD
1523,1523,1591 cc,121 bhp @ 6300 rpm,158 Nm @ 4200 rpm,FWD
1524,1524,3198 cc,197 bhp @ 3000 rpm,470 Nm @ 1750 rpm,AWD
1525,1525,1591 cc,121 bhp @ 6300 rpm,158 Nm @ 4200 rpm,FWD
1526,1526,1591 cc,122 bhp @ 6400 rpm,151 Nm @ 4850 rpm,FWD
1527,1527,999 cc,124 bhp @ 6000 rpm,,FWD
1528,1528,999 cc,124 bhp @ 6000 rpm,,FWD
1529,1529,1197 cc,79 bhp @ 6000 rpm,112.7619 Nm @ 4000 rpm,FWD
1530,1530,1798 cc,138 bhp @ 6400 rpm,173 Nm @ 4000 rpm,FWD
1531,1531,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD
1532,1532,1968 cc,141 bhp @ 3500 rpm,320 Nm @ 1750 rpm,FWD
1533,1533,1197 cc,82 bhp @ 6000 rpm,113 Nm @ 4200 rpm,FWD
1534,1534,999 cc,124 bhp @ 6000 rpm,,FWD
1535,1535,1498 cc,89 bhp @ 4200 rpm,230 Nm @ 1500 rpm,FWD
1536,1536,2143 cc,207@4200,500@1600,RWD
1537,1537,1198 cc,74 bhp @ 5400 rpm,110 Nm @ 3750 rpm,FWD
1538,1538,1498 cc,99 bhp @ 3750 rpm,205 Nm @ 1750 rpm,FWD
1539,1539,999 cc,67 bhp @ 5500 rpm,91 Nm @ 4250 rpm,FWD
1540,1540,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1900 rpm,FWD
1541,1541,2696 cc,184 bhp @ 4000 rpm,402 Nm @ 3000 rpm,AWD
1542,1542,1995 cc,184 bhp @ 4000 rpm,350 Nm @ 1750 rpm,RWD
1543,1543,2494 cc,102@5600,200@1400,FWD
1544,1544,1968 cc,141 bhp @ 3500 rpm,320 Nm @ 1750 rpm,FWD
1545,1545,1197 cc,89 bhp @ 6000 rpm,113 Nm @ 4400 rpm,FWD
1546,1546,2967 cc,245 bhp @ 2910 rpm,600 Nm @ 1500 rpm,AWD
1547,1547,1197 cc,85 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD
1548,1548,1498 cc,109 bhp @ 4000 rpm,250 Nm @ 1500 rpm,FWD
1549,1549,1498 cc,98 bhp @ 3600 rpm,200 Nm @ 1750 rpm,FWD
1550,1550,1586 cc,102@5500,145@4200,FWD
1551,1551,1796 cc,186 bhp @ 5600 rpm,285 Nm @ 4000 rpm,RWD
1552,1552,1462 cc,103 bhp @ 6000 rpm,138 Nm @ 4400 rpm,FWD
1553,1553,1956 cc,168 bhp @ 3750 rpm,350 Nm @ 1750 rpm,FWD
1554,1554,998 cc,68@6200,90@3500,FWD
1555,1555,1186 cc,74 bhp @ 4000 rpm,190 Nm @ 1750 rpm,FWD
1556,1556,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD
1557,1557,1497 cc,116 bhp @ 6600 rpm,146 Nm @ 4800 rpm,FWD
1558,1558,1998 cc,248 bhp @ 5200 rpm,350 Nm @ 1450 rpm,RWD
1559,1559,2982 cc,169 bhp @ 3600 rpm,343 Nm @ 1400 rpm,RWD
1560,1560,1582 cc,126 bhp @ 4000 rpm,265 Nm @ 1900 rpm,FWD
1561,1561,1956 cc,168 bhp @ 3750 rpm,350 Nm @ 1750 rpm,FWD
1562,1562,2494 cc,101 bhp @ 3600 rpm,200 Nm @ 1200 rpm,RWD
1563,1563,1197 cc,82 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD
1564,1564,1950 cc,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,RWD
1565,1565,1373 cc,91 bhp @ 6000 rpm,130 Nm @ 4000 rpm,FWD
1566,1566,1999 cc,177 bhp @ 4000 rpm,430 Nm @ 1750 rpm,AWD
1567,1567,2393 cc,148 bhp @ 3400 rpm,360 Nm @ 1400 rpm,RWD
1568,1568,1373 cc,94 bhp @ 6000 rpm,130 Nm @ 4000 rpm,FWD
1569,1569,1461 cc,85 bhp @ 3750 rpm,200 Nm @ 2000 rpm,FWD
1570,1570,1199 cc,89 bhp @ 6000 rpm,110 Nm @ 4800 rpm,FWD
1571,1571,1198 cc,74 bhp @ 5400 rpm,110 Nm @ 3750 rpm,FWD
1572,1572,1199 cc,89 bhp @ 6000 rpm,110 Nm @ 4800 rpm,FWD
1573,1573,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD
1574,1574,1498 cc,103 bhp @ 4400 rpm,250 Nm @ 1500 rpm,FWD
1575,1575,999 cc,124 bhp @ 6000 rpm,,FWD
1576,1576,1598 cc,103 bhp @ 5250 rpm,153 Nm @ 3800 rpm,FWD
1577,1577,2999 cc,362 bhp @ 5500 rpm,500 Nm @ 1600 rpm,AWD
1578,1578,1968 cc,174 bhp @ 4200 rpm,380 Nm @ 1750 rpm,AWD
1579,1579,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD
1580,1580,2967 cc,240@4000,500@1500,FWD
1581,1581,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD
1582,1582,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1900 rpm,FWD
1583,1583,1984 cc,188 bhp @ 4200 rpm,320 Nm @ 1500 rpm,AWD
1584,1584,2143 cc,134 bhp @ 3600 rpm,300 Nm @ 1600 rpm,FWD
1585,1585,2179 cc,138 bhp @ 3750 rpm,330 Nm @ 1600 rpm,FWD
1586,1586,1497 cc,118@6600,146@4600,FWD
1587,1587,1197 cc,79 bhp @ 5600 rpm,104 Nm @ 3100 rpm,FWD
1588,1588,1995 cc,182 bhp @ 4000 rpm,400 Nm @ 1750 rpm,FWD
1589,1589,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD
1590,1590,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD
1591,1591,1086 cc,68 bhp @ 5500 rpm,99.08 Nm @ 4500 rpm,FWD
1592,1592,1497 cc,115 bhp @ 3750 rpm,300 Nm @ 1500 rpm,FWD
1593,1593,1396 cc,89 bhp @ 4000 rpm,224 Nm @ 1500 rpm,FWD
1594,1594,1086 cc,62 bhp @ 5500 rpm,96 Nm @ 3000 rpm,FWD
1595,1595,2523 cc,63 bhp @ 3200 rpm,195 Nm @ 1400 rpm,RWD
1596,1596,1498 cc,89 bhp @ 3750 rpm,204 Nm @ 2000 rpm,FWD
1597,1597,936 cc,58 bhp @ 4000 rpm,150 Nm @ 1750 rpm,FWD
1598,1598,1969 cc,187 bhp @ 5000 rpm,300 Nm @ 1300 rpm,FWD
1599,1599,998 cc,67 bhp @ 6200 rpm,90 Nm @ 3500 rpm,FWD
1600,1600,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD
1601,1601,1950 cc,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,AWD
1602,1602,1598 cc,118 bhp @ 3750 rpm,320 Nm @ 1750 rpm,FWD
1603,1603,1373 cc,94 bhp @ 6000 rpm,130 Nm @ 4000 rpm,FWD
1604,1604,1950 cc,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,RWD
1605,1605,1950 cc,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,AWD
1606,1606,1968 cc,174 bhp @ 4200 rpm,380 Nm @ 1750 rpm,AWD
1607,1607,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD
1608,1608,1968 cc,141 bhp @ 3500 rpm,320 Nm @ 1750 rpm,FWD
1609,1609,2354 cc,178 bhp @ 6500 rpm,222 Nm @ 4300 rpm,FWD
1610,1610,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1500 rpm,FWD
1611,1611,1462 cc,103 bhp @ 6000 rpm,138 Nm @ 4400 rpm,FWD
1612,1612,2993 cc,258 bhp @ 4000 rpm,560 Nm @ 1500 rpm,RWD
1613,1613,1498 cc,99 bhp @ 3600 rpm,200 Nm @ 1750 rpm,FWD
1614,1614,1462 cc,103 bhp @ 6000 rpm,138 Nm @ 4400 rpm,FWD
1615,1615,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD
1616,1616,1248 cc,75@4000,190@2000,FWD
1617,1617,2987 cc,258 bhp @ 3600 rpm,619 Nm @ 1600 rpm,AWD
1618,1618,1968 cc,177 bhp @ 3750 rpm,380 Nm @ 1750 rpm,FWD
1619,1619,1396 cc,90@4000,220@1750,FWD
1620,1620,2523 cc,75 bhp @ 3200 rpm,200 Nm @ 1400 rpm,RWD
1621,1621,1968 cc,177 bhp @ 4200 rpm,380 Nm @ 1750 rpm,FWD
1622,1622,814 cc,55 bhp @ 5500 rpm,75 Nm @ 4000 rpm,FWD
1623,1623,1461 cc,84 bhp @ 3750 rpm,200 Nm @ 1900 rpm,FWD
1624,1624,1462 cc,103 bhp @ 6000 rpm,138 Nm @ 4400 rpm,FWD
1625,1625,1950 cc,147 bhp @ 3400 rpm,320 Nm @ 1400 rpm,FWD
1626,1626,1197 cc,82 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD
